issue_key,s2r_label,reason,status,model,prompt_version,input_tokens,cached_input_tokens,output_tokens,total_tokens,cost_usd,timestamp,raw_response
MC-301135,Non-Executable,"The report does not provide any steps, actions, or context to reproduce the issue, only stating that Iron Golems sometimes plant flowers without any details on how to trigger this behavior.",valid_json,gpt-4o-mini-2024-07-18,v2,552,0,67,619,0.00012300,2026-07-02T21:35:19,"{
  ""issue_key"": ""MC-301135"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report does not provide any steps, actions, or context to reproduce the issue, only stating that Iron Golems sometimes plant flowers without any details on how to trigger this behavior.""
}"
MC-301141,Non-Executable,"The report describes a symptom (carpet not staying on the ground) but does not provide specific actions or conditions to reproduce the issue, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,580,0,66,646,0.00012660,2026-07-02T21:35:21,"{
  ""issue_key"": ""MC-301141"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom (carpet not staying on the ground) but does not provide specific actions or conditions to reproduce the issue, making it unclear how to trigger the bug.""
}"
MC-301151,Non-Executable,"The report describes a symptom of the game freezing but does not provide specific actions or conditions that trigger the issue, making it unclear how to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,670,0,61,731,0.00013710,2026-07-02T21:35:23,"{
  ""issue_key"": ""MC-301151"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the game freezing but does not provide specific actions or conditions that trigger the issue, making it unclear how to reproduce the bug.""
}"
MC-301157,Non-Executable,"The report states that happy ghasts can path find into fire but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,567,0,64,631,0.00012345,2026-07-02T21:35:26,"{
  ""issue_key"": ""MC-301157"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states that happy ghasts can path find into fire but does not provide specific steps or actions to reproduce the issue, making it unclear how to trigger the bug.""
}"
MC-301159,Non-Executable,"The report does not provide specific steps or actions to reproduce the issue, only stating that the rail junction fails on a redstone block without detailing how to set up or trigger the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,583,0,67,650,0.00012765,2026-07-02T21:35:28,"{
  ""issue_key"": ""MC-301159"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report does not provide specific steps or actions to reproduce the issue, only stating that the rail junction fails on a redstone block without detailing how to set up or trigger the problem.""
}"
MC-301170,Non-Executable,"The report states that 3 Endermen are attacking without providing specific actions or conditions that trigger this behavior, making it unclear how to reproduce the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,585,0,60,645,0.00012375,2026-07-02T21:35:30,"{
  ""issue_key"": ""MC-301170"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states that 3 Endermen are attacking without providing specific actions or conditions that trigger this behavior, making it unclear how to reproduce the issue.""
}"
MC-301171,Executable,"The report provides a concrete action (holding right click or double right clicking while entering a boat with a chest) that triggers the issue, along with the observed incorrect behavior (the chest GUI opens).",valid_json,gpt-4o-mini-2024-07-18,v2,606,0,68,674,0.00013170,2026-07-02T21:35:32,"{
  ""issue_key"": ""MC-301171"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (holding right click or double right clicking while entering a boat with a chest) that triggers the issue, along with the observed incorrect behavior (the chest GUI opens).""
}"
MC-301173,Executable,"The report provides a concrete action (breaking a block above you and pressing Q) that triggers the duplication issue, along with the observed behavior and some context about the timing.",valid_json,gpt-4o-mini-2024-07-18,v2,648,0,62,710,0.00013440,2026-07-02T21:35:35,"{
  ""issue_key"": ""MC-301173"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides a concrete action (breaking a block above you and pressing Q) that triggers the duplication issue, along with the observed behavior and some context about the timing.""
}"
MC-301176,Non-Executable,"The report states a symptom (skin not showing) without providing concrete actions or conditions to reproduce the issue, making it unclear how to trigger the problem.",valid_json,gpt-4o-mini-2024-07-18,v2,596,0,60,656,0.00012540,2026-07-02T21:35:37,"{
  ""issue_key"": ""MC-301176"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (skin not showing) without providing concrete actions or conditions to reproduce the issue, making it unclear how to trigger the problem.""
}"
MC-301183,Non-Executable,"The report describes the issue of Happy Ghasts breaking free from leads but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,573,0,65,638,0.00012495,2026-07-02T21:35:39,"{
  ""issue_key"": ""MC-301183"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the issue of Happy Ghasts breaking free from leads but does not provide specific actions or conditions to reproduce the problem, making it unclear how to trigger the bug.""
}"
MC-301184,Executable,"The report provides clear steps to reproduce the issue, including building a specific setup, placing carpets, and activating the Redstone circuit, along with the observed and expected behaviors.",valid_json,gpt-4o-mini-2024-07-18,v2,809,0,62,871,0.00015855,2026-07-02T21:35:41,"{
  ""issue_key"": ""MC-301184"",
  ""s2r_label"": ""Executable"",
  ""reason"": ""The report provides clear steps to reproduce the issue, including building a specific setup, placing carpets, and activating the Redstone circuit, along with the observed and expected behaviors.""
}"
MC-301202,Non-Executable,The report describes symptoms and the state of the game but does not provide clear steps or actions that can be taken to reproduce the issue. Key information about the setup and triggering actions is vague.,valid_json,gpt-4o-mini-2024-07-18,v2,662,0,68,730,0.00014010,2026-07-02T21:35:44,"{
  ""issue_key"": ""MC-301202"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes symptoms and the state of the game but does not provide clear steps or actions that can be taken to reproduce the issue. Key information about the setup and triggering actions is vague.""
}"
MC-301203,Non-Executable,"The report describes a symptom of the issue (not seeing capes and skin) but does not provide concrete steps or actions to reproduce the problem, making it unclear how to trigger the issue.",valid_json,gpt-4o-mini-2024-07-18,v2,597,0,68,665,0.00013035,2026-07-02T21:35:46,"{
  ""issue_key"": ""MC-301203"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the issue (not seeing capes and skin) but does not provide concrete steps or actions to reproduce the problem, making it unclear how to trigger the issue.""
}"
MC-301205,Non-Executable,"The report states a symptom ('Failed To Load World Summary') without providing specific actions or conditions that trigger the issue, making it impossible to reproduce.",valid_json,gpt-4o-mini-2024-07-18,v2,562,0,59,621,0.00011970,2026-07-02T21:35:49,"{
  ""issue_key"": ""MC-301205"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom ('Failed To Load World Summary') without providing specific actions or conditions that trigger the issue, making it impossible to reproduce.""
}"
MC-301221,Non-Executable,"The report describes the issue but does not provide specific actions or conditions to trigger the incorrect item light rendering, making it impossible to reproduce the bug.",valid_json,gpt-4o-mini-2024-07-18,v2,621,0,59,680,0.00012855,2026-07-02T21:35:50,"{
  ""issue_key"": ""MC-301221"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes the issue but does not provide specific actions or conditions to trigger the incorrect item light rendering, making it impossible to reproduce the bug.""
}"
MC-301222,Non-Executable,"The report describes a visual issue but does not provide specific actions or conditions to reproduce the bug, making it unclear how to trigger the blue patch on the UI.",valid_json,gpt-4o-mini-2024-07-18,v2,578,0,62,640,0.00012390,2026-07-02T21:35:53,"{
  ""issue_key"": ""MC-301222"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a visual issue but does not provide specific actions or conditions to reproduce the bug, making it unclear how to trigger the blue patch on the UI.""
}"
MC-301234,Non-Executable,"The report describes a symptom of the bug (excessive speed when using /rotate) but does not provide specific steps or actions that a user can take to reproduce the issue, such as the exact setup or conditions needed.",valid_json,gpt-4o-mini-2024-07-18,v2,619,0,75,694,0.00013785,2026-07-02T21:35:55,"{
  ""issue_key"": ""MC-301234"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report describes a symptom of the bug (excessive speed when using /rotate) but does not provide specific steps or actions that a user can take to reproduce the issue, such as the exact setup or conditions needed.""
}"
MC-301252,Non-Executable,The report states a symptom (enchanted items not showing a purple outline) without providing specific actions or conditions to reproduce the issue.,valid_json,gpt-4o-mini-2024-07-18,v2,563,0,56,619,0.00011805,2026-07-02T21:35:57,"{
  ""issue_key"": ""MC-301252"",
  ""s2r_label"": ""Non-Executable"",
  ""reason"": ""The report states a symptom (enchanted items not showing a purple outline) without providing specific actions or conditions to reproduce the issue.""
}"
