"issue_key","s2r_label","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","s2r_reason","expected_behavior_presence","expected_behavior_quality","expected_behavior_reason","observed_behavior_presence","observed_behavior_quality","observed_behavior_reason","overall_reason","status","model","prompt_version","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd","timestamp","raw_response"
"MC-301111","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the game's mechanics regarding the destruction of End Portal Frames.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4381","0","212","4593","0.00078435","2026-07-10T17:00:00","{
  ""issue_key"": ""MC-301111"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the game's mechanics regarding the destruction of End Portal Frames.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original issue intent.""
}"
"MC-301117","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.","Present","Accurate","The expected behavior is clearly defined, aligning with Minecraft mechanics regarding item placement on entities.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected outcomes, and observed issues, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4580","0","212","4792","0.00081420","2026-07-10T17:00:04","{
  ""issue_key"": ""MC-301117"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, aligning with Minecraft mechanics regarding item placement on entities.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected outcomes, and observed issues, making it a well-structured bug report.""
}"
"MC-301122","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding map display in item frames.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4356","0","213","4569","0.00078120","2026-07-10T17:00:08","{
  ""issue_key"": ""MC-301122"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general Minecraft knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding map display in item frames.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with the original issue intent.""
}"
"MC-301125","Executable","The steps provide a clear and actionable path to reproduce the issue of being unable to mine or place blocks, aligning with the original intent.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue of being unable to mine or place blocks, aligning with the original intent.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that players should be able to mine and place blocks without restrictions.","Present","Sufficient","The observed behavior is detailed enough to understand that the player cannot mine or place blocks, providing clarity on the specific outcome of the bug.","The report effectively captures the intended bug with clear steps, expected outcomes, and observed behavior, making it actionable for reproduction.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4246","0","233","4479","0.00077670","2026-07-10T17:00:13","{
  ""issue_key"": ""MC-301125"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue of being unable to mine or place blocks, aligning with the original intent.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that players should be able to mine and place blocks without restrictions.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand that the player cannot mine or place blocks, providing clarity on the specific outcome of the bug.""
  },
  ""overall_reason"": ""The report effectively captures the intended bug with clear steps, expected outcomes, and observed behavior, making it actionable for reproduction."" 
}"
"MC-301128","Executable","The steps provide a clear and actionable path to reproduce the issue of the mouse being unresponsive after dying in-game.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue of the mouse being unresponsive after dying in-game.","Present","Accurate","The expected behavior is clearly defined, stating that the mouse should function normally after a player dies, which aligns with Minecraft mechanics.","Present","Sufficient","The observed behavior is detailed enough to understand that the mouse becomes unresponsive after death, affecting menu navigation.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4406","0","226","4632","0.00079650","2026-07-10T17:00:18","{
  ""issue_key"": ""MC-301128"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue of the mouse being unresponsive after dying in-game.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the mouse should function normally after a player dies, which aligns with Minecraft mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand that the mouse becomes unresponsive after death, affecting menu navigation.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured bug report.""
}"
"MC-301131","Executable","The steps provide a clear and actionable path to reproduce the floating behavior of spiders in the specified biomes.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the floating behavior of spiders in the specified biomes.","Present","Accurate","The expected behavior is clearly defined, stating that spiders should remain grounded and interact with the terrain as intended.","Present","Sufficient","The observed behavior is detailed, explaining the floating behavior of spiders and how it deviates from expected mechanics.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which align with the original issue intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4295","0","221","4516","0.00077685","2026-07-10T17:00:21","{
  ""issue_key"": ""MC-301131"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the floating behavior of spiders in the specified biomes.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that spiders should remain grounded and interact with the terrain as intended.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed, explaining the floating behavior of spiders and how it deviates from expected mechanics.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, all of which align with the original issue intent.""
}"
"MC-301132","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding item accessibility.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4421","0","212","4633","0.00079035","2026-07-10T17:00:25","{
  ""issue_key"": ""MC-301132"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding item accessibility.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured report.""
}"
"MC-301135","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the intended mechanics of iron golems in the game.","Present","Sufficient","The observed behavior is detailed enough to understand the specific unintended action of iron golems.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are coherent and aligned with the game's mechanics.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4317","0","214","4531","0.00077595","2026-07-10T17:00:29","{
  ""issue_key"": ""MC-301135"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the intended mechanics of iron golems in the game.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific unintended action of iron golems.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are coherent and aligned with the game's mechanics.""
}"
"MC-301141","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup and actions needed to observe the issue with the carpet on transparent blocks.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup and actions needed to observe the issue with the carpet on transparent blocks.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that the carpet should remain on transparent blocks.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug, explaining how the carpet fails to stay on certain transparent blocks.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4424","0","236","4660","0.00080520","2026-07-10T17:00:32","{
  ""issue_key"": ""MC-301141"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup and actions needed to observe the issue with the carpet on transparent blocks.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that the carpet should remain on transparent blocks.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug, explaining how the carpet fails to stay on certain transparent blocks.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.""
}"
"MC-301151","Executable","The steps provide a clear and actionable path to reproduce the graphical freeze issue, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the graphical freeze issue, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined, stating that the game should run smoothly without graphical freezes, which aligns with Minecraft's intended mechanics.","Present","Sufficient","The observed behavior is detailed, explaining the graphical freeze and the continued functionality of the game, allowing for a clear understanding of the issue.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4506","0","231","4737","0.00081450","2026-07-10T17:00:36","{
  ""issue_key"": ""MC-301151"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the graphical freeze issue, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the game should run smoothly without graphical freezes, which aligns with Minecraft's intended mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed, explaining the graphical freeze and the continued functionality of the game, allowing for a clear understanding of the issue.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a comprehensive and actionable bug report.""
}"
"MC-301157","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations without requiring additional assumptions.","Present","Accurate","The expected behavior is clearly defined, stating that Happy Ghasts should avoid fire blocks, which aligns with Minecraft mechanics for flying entities.","Present","Sufficient","The observed behavior is well-described, detailing how Happy Ghasts interact with fire blocks and the implications of this behavior.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4228","0","231","4459","0.00077280","2026-07-10T17:00:40","{
  ""issue_key"": ""MC-301157"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations without requiring additional assumptions.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that Happy Ghasts should avoid fire blocks, which aligns with Minecraft mechanics for flying entities.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is well-described, detailing how Happy Ghasts interact with fire blocks and the implications of this behavior.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.""
}"
"MC-301159","Non-Executable","The steps do not provide enough detail about the specific layout and power state of the rail junction, which is critical for reproducing the bug.","Irreproducible","Not Applicable","Missing Information","The steps do not provide enough detail about the specific layout and power state of the rail junction, which is critical for reproducing the bug.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics regarding rail junctions and redstone interactions.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.","While the expected and observed behaviors are well-defined, the steps to reproduce lack critical layout information necessary to attempt reproduction of the bug.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4247","0","224","4471","0.00077145","2026-07-10T17:00:45","{
  ""issue_key"": ""MC-301159"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The steps do not provide enough detail about the specific layout and power state of the rail junction, which is critical for reproducing the bug.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics regarding rail junctions and redstone interactions.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without requiring assumptions.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are well-defined, the steps to reproduce lack critical layout information necessary to attempt reproduction of the bug.""
}"
"MC-301170","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the established mechanics of Endermen in Minecraft.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original intent of the bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4315","0","213","4528","0.00077505","2026-07-10T17:00:49","{
  ""issue_key"": ""MC-301170"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the established mechanics of Endermen in Minecraft.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which align with the original intent of the bug report.""
}"
"MC-301171","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Present","Accurate","The expected behavior is clearly defined, stating that the chest GUI should not open automatically when entering the boat, which aligns with Minecraft mechanics.","Present","Sufficient","The observed behavior is described in detail, clearly explaining the inconsistency in GUI opening based on player actions, allowing for a full understanding of the issue.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4424","0","237","4661","0.00080580","2026-07-10T17:00:52","{
  ""issue_key"": ""MC-301171"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the chest GUI should not open automatically when entering the boat, which aligns with Minecraft mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is described in detail, clearly explaining the inconsistency in GUI opening based on player actions, allowing for a full understanding of the issue.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a comprehensive and actionable bug report.""
}"
"MC-301173","Executable","The steps provide a clear and actionable sequence that can be followed to reproduce the intended bug without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable sequence that can be followed to reproduce the intended bug without requiring additional assumptions.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that items should not duplicate when dropped.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug, including the duplication and disappearance of items.","The report provides a clear reproduction path, expected behavior, and observed behavior, all of which align with the original bug intent.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4585","0","219","4804","0.00081915","2026-07-10T17:00:56","{
  ""issue_key"": ""MC-301173"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable sequence that can be followed to reproduce the intended bug without requiring additional assumptions.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that items should not duplicate when dropped.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug, including the duplication and disappearance of items.""
  },
  ""overall_reason"": ""The report provides a clear reproduction path, expected behavior, and observed behavior, all of which align with the original bug intent.""
}"
"MC-301176","Executable","The steps provide a clear and actionable path to reproduce the issue of the skin not displaying correctly for the player while being visible to others.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue of the skin not displaying correctly for the player while being visible to others.","Present","Accurate","The expected behavior is clearly defined, stating that the player should see their chosen skin applied in-game, which aligns with Minecraft's mechanics.","Present","Sufficient","The observed behavior is detailed enough to understand that the player's custom skin does not display on their own client, while others can see it, which matches the reported issue.","The report effectively outlines the steps to reproduce the bug, the expected outcome, and the observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4333","0","245","4578","0.00079695","2026-07-10T17:01:00","{
  ""issue_key"": ""MC-301176"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue of the skin not displaying correctly for the player while being visible to others.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the player should see their chosen skin applied in-game, which aligns with Minecraft's mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand that the player's custom skin does not display on their own client, while others can see it, which matches the reported issue.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected outcome, and the observed behavior, making it a well-structured bug report."" 
}"
"MC-301183","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary actions and expected outcomes.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary actions and expected outcomes.","Present","Accurate","The expected behavior is clearly defined and aligns with the mechanics of leads in Minecraft.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcomes of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4439","0","211","4650","0.00079245","2026-07-10T17:01:04","{
  ""issue_key"": ""MC-301183"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary actions and expected outcomes.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the mechanics of leads in Minecraft.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcomes of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.""
}"
"MC-301184","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that carpets should remain in place when the piston door is activated.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug, describing the disappearance of carpets and the inconsistency across different builds.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4932","0","234","5166","0.00088020","2026-07-10T17:01:09","{
  ""issue_key"": ""MC-301184"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected observations.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that carpets should remain in place when the piston door is activated.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug, describing the disappearance of carpets and the inconsistency across different builds.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.""
}"
