"Issue Key","Summary","Type","Affects Version/s","Labels","Confirmation Status","Category","Resolution","Fix Version/s","Description","Steps to Reproduce","Observed Behavior","Expected Behavior","Environment"
"MC-300998",".","Bug","25w33a","None","Unconfirmed","(Unassigned)","Incomplete","None",". n n","None","None","None","Versions: 25w33a"
"MC-301008","Possible regression: GuiGraphics submitOutline doesn t respect matrix transformations","Bug","25w33a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","GuiGraphics renderOutline has been removed in 25w33a in favor of GuiGraphics submitOutline. n nAny transformations which have been applied to the Matrix3x2fStack (such as translations) are not respected anymore. n n n nPrevious example which used to work: n n java nguiGraphics.pose().translate(10, 10); guiGraphics.renderOutline(0, 0, 5, 5, 0xFFFFFFFF); n n nThe above would render a white outline at 10, 10 with width and height each being 5 in white color. n n n nCurrent state which doesn t work: n n java nguiGraphics.pose().translate(10, 10); guiGraphics.submitOutline(0, 0, 5, 5, 0xFFFFFFFF); n n nThis outline now doesn t render at 10, 10 but at 0, 0 . n n n nExpected behavior would probably be for it to render at 10, 10 as was previously the case. The fill command also respects applied transformations, so it would be weird for submitOutline not to. n n","1. Create a new Creative world in Minecraft version 25w33a.
2. Open the code editor or modding environment where you can access the GuiGraphics class.
3. In the appropriate rendering method, initialize a GuiGraphics object.
4. Call the method `guiGraphics.pose().translate(10, 10);` to apply a translation transformation to the rendering context.
5. Replace any instance of `guiGraphics.renderOutline(0, 0, 5, 5, 0xFFFFFFFF);` with `guiGraphics.submitOutline(0, 0, 5, 5, 0xFFFFFFFF);`.
6. Render the outline using the submitOutline method.
7. Observe the position of the rendered outline on the screen.
8. Note that the outline appears at the coordinates (0, 0) instead of the expected (10, 10).","In the current implementation of the `GuiGraphics.submitOutline` method, any transformations applied to the `Matrix3x2fStack`, such as translations, are not taken into account when rendering outlines. Specifically, when the following code is executed:

```java
guiGraphics.pose().translate(10, 10);
guiGraphics.submitOutline(0, 0, 5, 5, 0xFFFFFFFF);
```

The expected behavior would be for the outline to render at the coordinates (10, 10) with a width and height of 5 pixels, resulting in a white outline positioned correctly relative to the applied translation. However, the actual outcome is that the outline is rendered at the original coordinates (0, 0), completely ignoring the translation that was intended.

This regression contrasts with the previous behavior of the `GuiGraphics.renderOutline` method, which correctly respected the matrix transformations. It is notable that other rendering methods, such as the fill command, still adhere to the transformations applied to the `Matrix3x2fStack`, leading to inconsistencies in rendering behavior. Consequently, this inconsistency raises concerns about the expected functionality of `submitOutline`, as it does not align with the behavior of other rendering commands within the `GuiGraphics` class.","When using the GuiGraphics class to submit an outline after applying transformations with the Matrix3x2fStack, the expected behavior is for the outline to render at the transformed coordinates. Specifically, when the code includes a translation, such as `guiGraphics.pose().translate(10, 10);` followed by `guiGraphics.submitOutline(0, 0, 5, 5, 0xFFFFFFFF);`, the outline should appear at the position (10, 10) with the specified width and height of 5, and in white color (0xFFFFFFFF). This behavior aligns with the functionality of other rendering commands, such as fill, which correctly respects the transformations applied to the matrix. Therefore, it is expected that submitOutline will also adhere to the current matrix state, ensuring consistent rendering behavior across different drawing commands.","Minecraft Java Edition Version 25w33a (snapshot)"
"MC-301018","Pausing the game does only pause the game Igt","Bug","25w33a","None","Unconfirmed","(Unassigned)","Incomplete","None","Pausing the game does only pause the game Igt n n","1. Launch Minecraft and enter a singleplayer world in either Creative or Survival mode.
2. Begin gameplay by moving around and interacting with the environment.
3. Press the Esc key to open the pause menu.
4. Observe that the game pauses as intended, preventing player movement and interactions.
5. While in the pause menu, wait for a few moments and note that the in-game time continues to progress in the background.
6. Exit the pause menu by pressing the Esc key again.
7. Confirm that the game resumes normally and that the in-game time reflects the progression that occurred while the game was paused.","When the player pauses the game using the default key (Esc), the game enters a pause state where all in-game actions are halted. However, this pause functionality only affects the local player's gameplay experience. In Java Edition, the game effectively freezes, preventing any movement from entities, including mobs, and halting environmental changes such as weather effects or block interactions. 

In Bedrock Edition, the pause functionality behaves differently. While the game does pause for the individual player, it does not pause the game world for other players in a multiplayer environment. This means that if a player accesses the pause menu, other players can continue to interact with the world, including moving, mining, and engaging with mobs. 

Furthermore, in Bedrock Edition, certain game mechanics that should cease during a pause (like fire spread or mob movement) continue to function normally. This discrepancy in pause behavior between the two editions can lead to confusion, especially in multiplayer scenarios, as the paused player remains unaware of ongoing actions occurring around them. 

Overall, the pause function does not universally stop all game mechanics for all players, particularly in Bedrock Edition, where the game continues to operate in the background even when one player is paused.","When the game is paused by pressing the Esc key, all in-game actions should cease, allowing the player to access the pause menu without any time progression. This includes stopping the movement of mobs, preventing the spread of fire, and halting any environmental changes such as weather effects. The game should remain in a completely frozen state until the player chooses to resume gameplay, ensuring that no unintended actions occur during this time. This behavior aligns with the intended functionality of the pause feature as described in official Minecraft documentation.","Minecraft Java Edition Version 25w33a (snapshot)"
"MC-301045","Intel core related bugs still occur on servers with resource texture packs enabled.","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Bugs - and probably MC-296908 still occur on 1.21.8 if server has resource packs enabled. n nSometimes textures flicker with black lines or their animations are interrupted. This is easily noticed on magma blocks, lava, and water. n nGame screen freezing and crashes also occur as before. n n How to get n nJoin java multiplayer server with resource texture pack enabled on device with intel core graphic, wait a while and you should notice glitches. Sometimes, spotting them can be less frequent and seems to depend on the server. n n Note: n nThese bugs didn t seem to exist on version 1.21.8 for a while, but they ve been around for a few days or weeks (I can t quite pinpoint it). They don t seem to occur on servers without resource texture packs enabled or in singleplayer worlds.Also the bugs seem to be much weaker than on versions before intel core graphic fixes n n","1. Ensure you have a device with Intel integrated graphics.
2. Launch Minecraft Java Edition and update to version 1.21.8.
3. Join a multiplayer server that has a resource texture pack enabled.
4. Wait for a minimum of 10 minutes while exploring the server.
5. Observe the textures of blocks such as magma blocks, lava, and water for flickering or black lines.
6. Pay attention to any animations of the aforementioned blocks to see if they are interrupted.
7. Note if the game screen freezes or crashes during your gameplay session.
8. Repeat the process on different multiplayer servers with resource packs enabled to compare the frequency and severity of the glitches.","Intel Core-related graphical bugs manifest when joining Java multiplayer servers with resource texture packs enabled on devices utilizing Intel integrated graphics. The following issues have been observed:

1. **Texture Flickering:** Certain blocks, particularly magma blocks, lava, and water, exhibit noticeable flickering. This flickering is characterized by the appearance of black lines or artifacts that disrupt the smooth rendering of textures. The frequency and severity of this flickering can vary based on server conditions and the specific resource pack in use.

2. **Animation Interruptions:** Animations for fluid blocks (such as water and lava) may become choppy or freeze momentarily, resulting in an inconsistent visual experience. This interruption can detract from the intended fluid dynamics of these blocks.

3. **Game Freezing and Crashes:** Players may experience freezing of the game screen, which can last from a few seconds to longer durations. In some instances, these freezes can lead to complete crashes of the game client, requiring a restart to regain functionality.

4. **Dependency on Server Settings:** The manifestation of these bugs appears to be influenced by the server's configuration and the specific resource packs employed. Players have reported that these issues do not occur on servers that do not utilize resource texture packs or in singleplayer modes, indicating a potential conflict between the resource packs and Intel graphics drivers.

5. **Temporal Nature of Bugs:** While these graphical glitches were notably absent in earlier gameplay sessions on version 1.21.8, they have reemerged over the past few days or weeks. It is unclear what changes may have triggered the reappearance of these issues, but they seem to be less severe compared to prior versions prior to the Intel Core graphics fixes.

These issues collectively hinder the overall gameplay experience for users with Intel integrated graphics and necessitate investigation to determine their root cause and potential solutions.","When joining a Java multiplayer server with a resource texture pack enabled on a device using Intel integrated graphics, the game should run smoothly without any visual glitches or interruptions. Textures should display correctly without flickering or black lines, and animations for blocks such as magma, lava, and water should function seamlessly. Additionally, the game should not experience any freezing or crashing during gameplay. The intended behavior is that resource packs enhance the visual experience without negatively impacting performance or causing graphical errors, adhering to the standards set by Minecraft's design and functionality.","Minecraft Java Edition Version 1.21.8"
"MC-301046","Shader rendertype_entity_translucent_emissive could not find sampler named Sampler2 in the specified shader program.","Bug","25w34a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","This is an ongoing bug with 1.21.x, in my case 1.21.1. Errors are as thus upon server startup. n n n n n[11Aug2025 19:12:23.980] [Render thread WARN] [net.minecraft.client.renderer.ShaderInstance ]: Shader rendertype_entity_translucent_emissive could not find sampler named Sampler2 in the specified shader program. n n n n n","1. Launch the game using Minecraft Java Edition version 1.21.1.
2. Create or load a new world in Creative mode.
3. Install a resource pack that includes custom shaders, ensuring it modifies the core shaders.
4. Navigate to the ""Options"" menu and select ""Video Settings.""
5. Set the graphics to ""Fabulous!"" to enable advanced rendering features.
6. Ensure that the ""Shaders"" option is enabled and select the resource pack that contains the shaders you installed.
7. Start a multiplayer server from the main menu, or join an existing server.
8. Observe the server startup process in the console or log output.
9. Look for the warning message: ""Shader rendertype_entity_translucent_emissive could not find sampler named Sampler2 in the specified shader program.""","Upon server startup for Minecraft version 1.21.1, the following warning is generated in the log:

```
[11Aug2025 19:12:23.980] [Render thread WARN] [net.minecraft.client.renderer.ShaderInstance ]: Shader rendertype_entity_translucent_emissive could not find sampler named Sampler2 in the specified shader program.
```

This indicates that the shader `rendertype_entity_translucent_emissive` is attempting to access a sampler named `Sampler2`, which is either not declared or not available in the shader program's code. This missing sampler results in potential rendering issues for entities that utilize this shader, particularly those that are intended to be rendered with translucency and emissive properties.

The issue seems to be consistent across various instances of the game running on version 1.21.x, specifically affecting the rendering of translucent entities. The absence of `Sampler2` may lead to visual artifacts or failures to render certain graphical effects as intended. 

Developers should investigate the shader program's source files, particularly the associated `.vsh` (vertex shader) and `.fsh` (fragment shader) files, to ensure that the sampler is properly defined and linked within the shader program. Additionally, verifying the compatibility of resource packs that modify shaders may also be necessary, as they could inadvertently cause this issue. 

This bug could hinder the visual fidelity of the game, especially in scenarios where translucent emissive entities are prevalent, such as in certain biomes or with specific mods.","When the game starts up, the shader program for rendertype_entity_translucent_emissive should successfully locate all required samplers, including Sampler2. This would allow the rendering of translucent entities with emissive properties to function correctly, displaying the intended visual effects without any errors in the console. The game should initialize smoothly, enabling players to experience the graphics as designed, without any warnings or issues related to shader compilation or rendering.","Minecraft Java Edition Version 25w34a (snapshot)"
"MC-301052","Festive mashup pack problem","Bug","25w34a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","I was playing a festive mashup pack and it showed up wrong. I saw the rain falling in very small and not clear snow I just want to make the rain rain clearly or with big snow and tysm n n","1. Start Minecraft and navigate to the main menu.
2. Select ""Play"" and choose an existing world or create a new world.
3. Ensure that the ""Festive Mash-up Pack"" is applied to the world by accessing the ""Resource Packs"" menu and confirming the pack is enabled.
4. Enter the world and wait for the weather to change to rain or snow.
5. Observe the precipitation; note the size and clarity of the falling rain or snowflakes.
6. If the rain appears very small and unclear, exit the world and check the settings to ensure no other resource packs are conflicting with the Festive Mash-up Pack.
7. Re-enter the world to confirm if the issue persists with the precipitation visuals.","When using the Festive Mash-Up Pack, the weather effects are not displaying correctly. Instead of the expected large, clear snowflakes falling during snowy weather, the snow appears as very small and indistinct particles, resembling rain more than snow. Additionally, the rain itself is not visually clear, making it difficult to distinguish between rain and snow. This issue detracts from the immersive experience intended by the mash-up pack, which is designed to evoke a festive winter atmosphere. The player requests that the rain effect be made clearer and that the snowflakes be larger and more defined to enhance the visual fidelity of the game during snowy weather events.","I just want to make the rain rain clearly or with big snow.","Minecraft Java Edition Version 25w34a (snapshot)"
"MC-301059","torches are disappearing in tunnels","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","I placed torches in a tunnel leading to a cave but all of them dissapeared meanwhile the one that where placed inside the actual cave didnt. It was vanilla minecraft. I also used stairs in my tunnel. n n n n","1. Create a new Survival world with default settings in Minecraft.
2. Locate a cave system and identify an entrance to it.
3. Dig a tunnel leading towards the cave, ensuring the tunnel is at least 5 blocks long and includes stairs.
4. While in the tunnel, place torches on the right side of the tunnel walls at regular intervals (approximately every 5 blocks).
5. Continue placing torches until you reach the entrance of the cave.
6. Observe that the torches in the tunnel disappear after a short period, while any torches placed inside the cave remain intact.
7. Verify that no external factors (like water or pistons) are affecting the torches in the tunnel.","When torches are placed along the walls of a tunnel leading to a cave, they disappear after a short period of time. This issue occurs consistently, as all torches placed in the tunnel vanish, while the torches placed within the cave itself remain intact. The tunnel is constructed using stairs, which may or may not contribute to the problem, but it is important to note that the disappearance of torches does not occur in areas where the torches are placed on solid blocks within the cave. This behavior is observed in a vanilla Minecraft environment, without the use of any mods or external modifications. The torches are expected to stay in place and provide light, but instead, they are inexplicably removed from the tunnel walls, leading to dark areas that can cause navigation difficulties and potential mob spawns.","When torches are placed on the walls of a tunnel in Minecraft, they should remain in place unless the block they are attached to is removed, destroyed, or affected by a game mechanic such as a piston or a flowing liquid. Specifically, torches should not disappear without a clear reason tied to the game's physics or mechanics. In a standard Minecraft environment, torches placed in a tunnel should provide light and remain until the player decides to remove them or the block they are attached to is altered. If torches are placed correctly on solid blocks within a tunnel leading to a cave, they should stay intact while any torches placed inside the cave should also remain, demonstrating the expected behavior of block placement and stability.","Minecraft Java Edition Version 1.21.8"
"MC-301071","Fence Gates make Stone sounds on placement","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","When any Fence Gate is placed broken it makes a Stone based sound instead of Wood sounds n n","1. Create a new Creative world with default settings.
2. Obtain a Fence Gate from the inventory (any type: oak, spruce, birch, jungle, acacia, or dark oak).
3. Select the Fence Gate in your hotbar.
4. Place the Fence Gate on the ground by pointing at a block and using the Place Block control.
5. Observe the sound that plays upon placement of the Fence Gate.
6. Repeat steps 2-5 multiple times to confirm that the sound consistently plays as a Stone sound rather than a Wood sound.","When a player places any type of Fence Gate (such as Oak, Spruce, Birch, Jungle, Acacia, Dark Oak, or Nether Brick) in the game, the expected sound effect should be a wooden sound, consistent with the material of the fence gate. However, the bug causes the placement of the fence gate to produce a sound effect typically associated with stone blocks instead. This sound discrepancy occurs regardless of the type of fence gate being placed, leading to an inconsistency in audio feedback during gameplay.

**Reproduction Steps:**
1. Select any Fence Gate from the inventory.
2. Position the cursor to place the Fence Gate on a solid block surface.
3. Observe the sound produced upon placement.

**Expected Behavior:**
The placement of any Fence Gate should generate a sound effect that corresponds to wood, as it is a wooden item. The sound should reflect the material properties of the fence gate being placed.

**Additional Notes:**
- This issue affects all versions of Minecraft where Fence Gates are present.
- The sound effect inconsistency may lead to confusion for players regarding the material being interacted with.
- The bug does not affect the functionality or appearance of the Fence Gates; it is purely an audio-related issue. 

By addressing this issue, the game's audio feedback can align with the expected behavior, enhancing the player's immersive experience in Minecraft.","When a player places a Fence Gate, it should produce the appropriate wood-based sound effect, consistent with its material type, such as oak, spruce, birch, jungle, acacia, or dark oak. This sound should align with the established audio feedback for wooden blocks in Minecraft, reflecting the game's design that differentiates between material types. The expected behavior is that all wooden Fence Gates, regardless of their variant, emit a sound indicative of wood when placed, thereby enhancing the immersive experience and maintaining consistency with other wooden blocks and items in the game.","Minecraft Java Edition Version 1.21.8"
"MC-301073","Iron Golem Rage when using a lead on a bot with villager leaded to an happy ghast","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If you have a boat with 1 2 villagers and you use the lead on the boat, the boat will fall on the ground and even if the villagers won t get any damage, if there is an iron golem nearby he will be triggered and will charge you n n","1. Create a new Survival world with default settings.
2. Locate or create a village that has at least one Iron Golem present.
3. Acquire two Villagers by either breeding them or using a Villager spawn egg.
4. Place both Villagers in a boat.
5. Use a lead on the boat to attempt to pull it.
6. Observe the boat fall to the ground.
7. Ensure that the Iron Golem is within 16 blocks of the boat when it falls.
8. Stand nearby and watch the Iron Golem's behavior after the boat falls. 
9. Note if the Iron Golem becomes aggressive and charges at the player despite the Villagers not taking any damage.","When a player attaches a lead to a boat containing 1 or 2 villagers and subsequently uses the lead, the boat will detach and fall to the ground. Although the villagers inside the boat do not sustain any damage from this action, any nearby iron golems will perceive this as a threat. The iron golem will enter a hostile state and charge at the player, regardless of the player's actions towards the villagers or the boat. This behavior occurs even though the villagers remain unharmed and the player has not provoked the iron golem directly. The triggering of the iron golem's aggression appears to be an unintended consequence of the interaction between the lead, the boat, and the villagers, leading to unexpected and potentially dangerous encounters for the player.","When a player uses a lead on a boat containing villagers, the expected behavior is that the boat should remain stable and not fall to the ground. The villagers inside the boat should not be harmed, and the iron golem nearby should not become agitated or hostile. Iron golems are designed to react to players attacking villagers or being provoked in certain ways, but using a lead on a boat should not trigger any aggressive behavior from the iron golem. Instead, the iron golem should continue its passive patrol behavior, ensuring that it only becomes hostile if a player directly attacks a villager or the golem itself. This aligns with the intended mechanics of iron golems as guardians of villages, where they react to player actions that threaten the villagers, rather than incidental interactions like using a lead on a boat.","Minecraft Java Edition Version 1.21.8"
"MC-301076","after using backup i cant see days or biomes","Bug","25w33a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","i took in use my backup and now i cant see days or on what biome i am on n n","1. Open Minecraft and navigate to the main menu.
2. Select ""Singleplayer"" and choose the world you want to restore from a backup.
3. Exit the game and locate the backup file of your world on your computer.
4. Replace the current world folder with the backup folder, ensuring the folder structure remains intact.
5. Launch Minecraft again and select the same world.
6. Once in the game, observe the in-game HUD for the day/night cycle indicator and check the biome display.
7. Move around the world to confirm that neither the day count nor the biome information is visible.","After restoring a backup of my Minecraft world, I am unable to see the in-game day/night cycle indicator or the biome information that is normally displayed. The day indicator, which typically shows the current day number in the world, is missing from the HUD, and I cannot determine which biome I am currently in. This issue persists across all areas of the world, regardless of location. 

**Steps to Reproduce:**
1. Create a backup of the Minecraft world.
2. Restore the backup using the game's backup functionality.
3. Load the world and observe the HUD.

**Expected Behavior:**
Upon loading the world from a backup, the day indicator should display the current day number, and the biome information should be visible when the player is in a specific biome. 

**Additional Information:**
- This issue does not occur when starting a new world or when loading other saved worlds that were not restored from a backup.
- The problem persists even after restarting the game and reloading the world.
- No error messages are displayed in the console or logs related to this issue. 

This information should assist developers in diagnosing the problem related to the HUD not displaying biome and day information after restoring from a backup.","When a player loads a backup of their Minecraft world, they should be able to see the current day/night cycle and the biome they are located in without any issues. The day and night cycle should progress normally, with the sun rising and setting as expected. Additionally, the biome information should be visible when the player checks their coordinates or uses commands such as /locate biome, displaying the biome type accurately based on the world generation. If the backup is functioning correctly, the player should have access to all standard game mechanics related to day cycles and biome identification, as specified in the official Minecraft documentation.","Minecraft Java Edition Version 25w33a (snapshot)"
"MC-301106","If the copper golem turns into a statue while leashed by player, the lead will disappear","Bug","25w33a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If the copper golem turns into a statue while leashed by player, the lead will disappear n n","1. Create a new Creative world with default settings.
2. Obtain a Copper Golem using the /summon command, entering ""/summon minecraft:copper_golem"" in the chat.
3. Leash the Copper Golem by right-clicking on it with a Lead in your hand.
4. Wait for the Copper Golem to fully oxidize and turn into a statue.
5. Observe the Lead that was attached to the Copper Golem before it turned into a statue.","When a copper golem is leashed by a player and subsequently transforms into a statue due to full oxidation, the lead (or leash) that was previously attached to it disappears entirely. This behavior is inconsistent with typical interactions involving leashed entities in Minecraft, where leads typically remain attached unless explicitly broken or the entity dies. The lead should logically remain in the player's inventory or drop as an item at the location of the statue, but instead, it vanishes without any trace. This issue can lead to confusion for players who expect the lead to persist, as it does with other mobs that undergo changes in state or form. 

**Steps to Reproduce:**
1. Leash a copper golem using a lead.
2. Allow the copper golem to reach full oxidation, causing it to turn into a statue.
3. Observe that the lead disappears from the player's inventory.

**Expected Behavior:**
The lead should either remain attached to the statue (if possible) or drop as an item on the ground, allowing the player to retrieve it after the copper golem transforms into a statue.","When a copper golem is leashed by a player and subsequently transforms into a statue due to full oxidation, the lead should remain attached to the golem. The expected behavior is that the lead does not disappear; instead, it should either stay visibly attached to the statue or convert into a lead knot at the statue's location, allowing the player to retrieve it when the golem is no longer in its statue form. This behavior aligns with the mechanics of leads in Minecraft, where leads typically do not break or disappear under normal circumstances unless specific conditions are met, such as the mob being removed from the world or the player moving too far away.","Minecraft Java Edition Version 25w33a (snapshot)"
"MC-301108","Deletion of enchanting table items","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","When you start enchanting something in an enchanting table, but don t select the enchant and just put the lapis and items in, and you disconnect, or get kicked from a server, the items and lapis gets deleted. n n(on a 1.21.8 server) n n","1. Start Minecraft and connect to a server running version 1.21.8.
2. Ensure you have at least one item (such as a tool or piece of armor) and 1 to 3 Lapis Lazuli in your inventory.
3. Locate an Enchanting Table in the world or craft one if necessary.
4. Right-click on the Enchanting Table to open the enchanting interface.
5. Place the item you want to enchant in the left input slot of the Enchanting Table.
6. Place 1 to 3 Lapis Lazuli in the designated slot on the right side of the interface.
7. Do not select any enchantment option that appears on the right side of the GUI.
8. Disconnect from the server by either using the disconnect option or by being kicked from the server.
9. Reconnect to the server and check your inventory for the item and Lapis Lazuli you placed in the Enchanting Table.","When a player initiates the enchanting process at an enchanting table by placing an item and 1 to 3 lapis lazuli into the respective slots but does not select any enchantment option, the game enters a state where the enchanting table is ready to apply an enchantment. If the player disconnects from the server or is kicked while in this state, the items placed in the enchanting table, along with the lapis lazuli, are lost permanently. This behavior occurs specifically on servers running version 1.21.8 of Minecraft. 

This issue results in the unintended loss of valuable resources, as players expect their items and lapis lazuli to remain in their inventory or be returned after reconnecting. The bug does not occur if the player selects an enchantment before disconnecting; in such cases, the enchantment process completes as intended, and the items are consumed accordingly. 

To reproduce this bug:
1. Approach an enchanting table.
2. Place an item (e.g., a pickaxe) in the left slot.
3. Insert 1-3 lapis lazuli into the designated slot.
4. Do not select any enchantment option.
5. Disconnect from the server or get kicked.
6. Upon reconnecting, check the inventory to find that the item and lapis lazuli are missing.

This inconsistency in the enchanting mechanics could lead to frustration among players and disrupt gameplay, emphasizing the need for a fix to ensure that items and resources are preserved during unexpected disconnections.","When a player uses an enchanting table and places items along with lapis lazuli into the slots without selecting an enchantment, the game should retain those items and lapis lazuli even if the player disconnects or is kicked from the server. Upon reconnecting, the player should find the items and lapis lazuli in their inventory, as the enchanting process should not consume resources until an enchantment is actually selected and confirmed. This behavior aligns with Minecraft's intended functionality, where items and resources should only be removed from the player's inventory once the enchanting action is completed.","Minecraft Java Edition Version 1.21.8"
"MC-301109","Duplicate items","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If you put item in chest then having so much item on ground that cause the lag then shut down the app and log again the item you put in chest and your inventory still remain i found this bug in 1.21.5 n n","1. Create a new Survival world in Minecraft version 1.21.5.
2. Gather at least 64 of any item (e.g., Stone, Dirt) and place them in your inventory.
3. Find or create a chest and place it on the ground.
4. Open the chest interface and place one item from your inventory into the chest.
5. Drop a large number of items (at least 100) on the ground near the chest to create lag.
6. Allow the game to lag significantly due to the number of items on the ground.
7. Force close the Minecraft application while the game is still running.
8. Reopen the Minecraft application and rejoin the same world.
9. Open your inventory and check if the item you placed in the chest is still there, while also confirming that the item remains in your inventory.","When the player places items into a chest while there are numerous items scattered on the ground, significant lag may occur due to the high number of entities. If the player then forcefully shuts down the application and subsequently reopens it, they may experience a duplication bug. Upon logging back into the game, the items that were originally placed in the chest will still be present in the player's inventory, in addition to the items that remain in the chest. This results in the player having two sets of the same items: one set in their inventory and another set in the chest. This bug has been consistently observed in version 1.21.5 of Minecraft. 

**Steps to reproduce:**
1. Gather a large number of items and scatter them on the ground to create lag.
2. Open a chest and place items into it.
3. Forcefully close the Minecraft application while the game is still running.
4. Reopen the application and log back into the same world.
5. Check both the player's inventory and the chest to confirm that the items previously placed in the chest are still present in the player's inventory.

This issue could lead to unintended gameplay advantages, such as the ability to duplicate valuable items, and might require urgent attention from developers to maintain game balance and integrity.","When a player places an item in a chest and subsequently experiences lag due to a large number of items on the ground, the expected behavior is that upon restarting the game, the items in the chest should remain in the chest, and the player's inventory should reflect the items they had before logging out. Specifically, the game should save the state of the chest and the player's inventory independently, ensuring that the items stored in the chest are not duplicated or lost due to the lag or the app shutdown. This behavior aligns with Minecraft's design, where chests are intended to securely store items without interference from the player's inventory or the game's performance issues.","Minecraft Java Edition Version 1.21.8"
"MC-301111","End Portal Frame not being broken","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","when you break an end portal the portal doesnt get destroyed, how it normally would be like. This too effects the trick where you break the frames using a red mushroom n n","1. Create a new Creative world with default settings.
2. Locate a stronghold using an Eye of Ender or by using the /locate stronghold command.
3. Enter the stronghold and find the portal room, which contains the End Portal Frame.
4. Ensure that the End Portal Frame is complete with all 12 frames and that they are oriented correctly.
5. Activate the End Portal by placing an Eye of Ender into each of the 12 End Portal Frame blocks.
6. Once the End Portal is active, switch to Survival mode.
7. Attempt to break any of the End Portal blocks using a pickaxe or your hands.
8. Observe that the End Portal blocks do not break and remain intact, contrary to expected behavior. 
9. Additionally, try breaking the End Portal Frame blocks using a red mushroom by placing it next to the frames and observe that the frames do not break as intended.","When a player attempts to break an End Portal Frame block in either Survival or Adventure mode, the block does not get destroyed as expected. Instead, the End Portal remains intact, and the portal blocks do not disappear. This behavior deviates from the expected mechanics where breaking an End Portal Frame should result in the destruction of the entire portal structure. 

Additionally, this bug affects the commonly used method of breaking End Portal Frames using a red mushroom. Typically, players can use a red mushroom placed on the frame to break it and subsequently destroy the portal. However, due to this bug, the red mushroom does not function as intended, preventing players from executing this trick effectively.

:
1. Locate an End Portal in a stronghold.
2. Attempt to break one of the End Portal Frame blocks using any tool or by hand.
3. Observe that the End Portal Frame remains unbroken and the portal is not destroyed.

:
Breaking an End Portal Frame block should result in the removal of that block and the subsequent destruction of the entire End Portal structure, allowing players to manipulate the portal as needed. The red mushroom trick should also function correctly, enabling players to break the frames and destroy the portal. 

This issue impacts gameplay mechanics related to the End Portal and limits player interaction with the portal structure.","When an end portal frame block is broken in Survival mode, it should be destroyed, and the end portal block within the 3x3 area should also be removed, resulting in the complete deactivation of the portal. This behavior aligns with the intended functionality as described in the game's mechanics, where breaking an end portal frame should lead to the destruction of the associated end portal blocks, allowing players to manipulate the structure effectively. Additionally, if a red mushroom is used to break the frames, it should successfully remove the frames and the portal blocks, enabling the intended trick to function as designed.","Minecraft Java Edition Version 1.21.8"
