"Issue Key","Summary","Type","Affects Version/s","Labels","Confirmation Status","Category","Resolution","Fix Version/s","Description","Steps to Reproduce","Observed Behavior","Expected Behavior","Environment"
"MC-301052","Festive mashup pack problem","Bug","25w34a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","I was playing a festive mashup pack and it showed up wrong. I saw the rain falling in very small and not clear snow I just want to make the rain rain clearly or with big snow and tysm n n","1. Start Minecraft and navigate to the main menu.
2. Select ""Play"" and choose an existing world or create a new world.
3. Ensure that the ""Festive Mash-up Pack"" is applied to the world by accessing the ""Resource Packs"" menu and confirming the pack is enabled.
4. Enter the world and wait for the weather to change to rain or snow.
5. Observe the precipitation; note the size and clarity of the falling rain or snowflakes.
6. If the rain appears very small and unclear, exit the world and check the settings to ensure no other resource packs are conflicting with the Festive Mash-up Pack.
7. Re-enter the world to confirm if the issue persists with the precipitation visuals.","When using the Festive Mash-Up Pack, the weather effects are not displaying correctly. Instead of the expected large, clear snowflakes falling during snowy weather, the snow appears as very small and indistinct particles, resembling rain more than snow. Additionally, the rain itself is not visually clear, making it difficult to distinguish between rain and snow. This issue detracts from the immersive experience intended by the mash-up pack, which is designed to evoke a festive winter atmosphere. The player requests that the rain effect be made clearer and that the snowflakes be larger and more defined to enhance the visual fidelity of the game during snowy weather events.","I just want to make the rain rain clearly or with big snow.","Minecraft Java Edition Version 25w34a (snapshot)"
"MC-301059","torches are disappearing in tunnels","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","I placed torches in a tunnel leading to a cave but all of them dissapeared meanwhile the one that where placed inside the actual cave didnt. It was vanilla minecraft. I also used stairs in my tunnel. n n n n","1. Create a new Survival world with default settings in Minecraft.
2. Locate a cave system and identify an entrance to it.
3. Dig a tunnel leading towards the cave, ensuring the tunnel is at least 5 blocks long and includes stairs.
4. While in the tunnel, place torches on the right side of the tunnel walls at regular intervals (approximately every 5 blocks).
5. Continue placing torches until you reach the entrance of the cave.
6. Observe that the torches in the tunnel disappear after a short period, while any torches placed inside the cave remain intact.
7. Verify that no external factors (like water or pistons) are affecting the torches in the tunnel.","When torches are placed along the walls of a tunnel leading to a cave, they disappear after a short period of time. This issue occurs consistently, as all torches placed in the tunnel vanish, while the torches placed within the cave itself remain intact. The tunnel is constructed using stairs, which may or may not contribute to the problem, but it is important to note that the disappearance of torches does not occur in areas where the torches are placed on solid blocks within the cave. This behavior is observed in a vanilla Minecraft environment, without the use of any mods or external modifications. The torches are expected to stay in place and provide light, but instead, they are inexplicably removed from the tunnel walls, leading to dark areas that can cause navigation difficulties and potential mob spawns.","When torches are placed on the walls of a tunnel in Minecraft, they should remain in place unless the block they are attached to is removed, destroyed, or affected by a game mechanic such as a piston or a flowing liquid. Specifically, torches should not disappear without a clear reason tied to the game's physics or mechanics. In a standard Minecraft environment, torches placed in a tunnel should provide light and remain until the player decides to remove them or the block they are attached to is altered. If torches are placed correctly on solid blocks within a tunnel leading to a cave, they should stay intact while any torches placed inside the cave should also remain, demonstrating the expected behavior of block placement and stability.","Minecraft Java Edition Version 1.21.8"
"MC-301073","Iron Golem Rage when using a lead on a bot with villager leaded to an happy ghast","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If you have a boat with 1 2 villagers and you use the lead on the boat, the boat will fall on the ground and even if the villagers won t get any damage, if there is an iron golem nearby he will be triggered and will charge you n n","1. Create a new Survival world with default settings.
2. Locate or create a village that has at least one Iron Golem present.
3. Acquire two Villagers by either breeding them or using a Villager spawn egg.
4. Place both Villagers in a boat.
5. Use a lead on the boat to attempt to pull it.
6. Observe the boat fall to the ground.
7. Ensure that the Iron Golem is within 16 blocks of the boat when it falls.
8. Stand nearby and watch the Iron Golem's behavior after the boat falls. 
9. Note if the Iron Golem becomes aggressive and charges at the player despite the Villagers not taking any damage.","When a player attaches a lead to a boat containing 1 or 2 villagers and subsequently uses the lead, the boat will detach and fall to the ground. Although the villagers inside the boat do not sustain any damage from this action, any nearby iron golems will perceive this as a threat. The iron golem will enter a hostile state and charge at the player, regardless of the player's actions towards the villagers or the boat. This behavior occurs even though the villagers remain unharmed and the player has not provoked the iron golem directly. The triggering of the iron golem's aggression appears to be an unintended consequence of the interaction between the lead, the boat, and the villagers, leading to unexpected and potentially dangerous encounters for the player.","When a player uses a lead on a boat containing villagers, the expected behavior is that the boat should remain stable and not fall to the ground. The villagers inside the boat should not be harmed, and the iron golem nearby should not become agitated or hostile. Iron golems are designed to react to players attacking villagers or being provoked in certain ways, but using a lead on a boat should not trigger any aggressive behavior from the iron golem. Instead, the iron golem should continue its passive patrol behavior, ensuring that it only becomes hostile if a player directly attacks a villager or the golem itself. This aligns with the intended mechanics of iron golems as guardians of villages, where they react to player actions that threaten the villagers, rather than incidental interactions like using a lead on a boat.","Minecraft Java Edition Version 1.21.8"
"MC-301076","after using backup i cant see days or biomes","Bug","25w33a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","i took in use my backup and now i cant see days or on what biome i am on n n","1. Open Minecraft and navigate to the main menu.
2. Select ""Singleplayer"" and choose the world you want to restore from a backup.
3. Exit the game and locate the backup file of your world on your computer.
4. Replace the current world folder with the backup folder, ensuring the folder structure remains intact.
5. Launch Minecraft again and select the same world.
6. Once in the game, observe the in-game HUD for the day/night cycle indicator and check the biome display.
7. Move around the world to confirm that neither the day count nor the biome information is visible.","After restoring a backup of my Minecraft world, I am unable to see the in-game day/night cycle indicator or the biome information that is normally displayed. The day indicator, which typically shows the current day number in the world, is missing from the HUD, and I cannot determine which biome I am currently in. This issue persists across all areas of the world, regardless of location. 

**Steps to Reproduce:**
1. Create a backup of the Minecraft world.
2. Restore the backup using the game's backup functionality.
3. Load the world and observe the HUD.

**Expected Behavior:**
Upon loading the world from a backup, the day indicator should display the current day number, and the biome information should be visible when the player is in a specific biome. 

**Additional Information:**
- This issue does not occur when starting a new world or when loading other saved worlds that were not restored from a backup.
- The problem persists even after restarting the game and reloading the world.
- No error messages are displayed in the console or logs related to this issue. 

This information should assist developers in diagnosing the problem related to the HUD not displaying biome and day information after restoring from a backup.","When a player loads a backup of their Minecraft world, they should be able to see the current day/night cycle and the biome they are located in without any issues. The day and night cycle should progress normally, with the sun rising and setting as expected. Additionally, the biome information should be visible when the player checks their coordinates or uses commands such as /locate biome, displaying the biome type accurately based on the world generation. If the backup is functioning correctly, the player should have access to all standard game mechanics related to day cycles and biome identification, as specified in the official Minecraft documentation.","Minecraft Java Edition Version 25w33a (snapshot)"
"MC-301106","If the copper golem turns into a statue while leashed by player, the lead will disappear","Bug","25w33a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If the copper golem turns into a statue while leashed by player, the lead will disappear n n","1. Create a new Creative world with default settings.
2. Obtain a Copper Golem using the /summon command, entering ""/summon minecraft:copper_golem"" in the chat.
3. Leash the Copper Golem by right-clicking on it with a Lead in your hand.
4. Wait for the Copper Golem to fully oxidize and turn into a statue.
5. Observe the Lead that was attached to the Copper Golem before it turned into a statue.","When a copper golem is leashed by a player and subsequently transforms into a statue due to full oxidation, the lead (or leash) that was previously attached to it disappears entirely. This behavior is inconsistent with typical interactions involving leashed entities in Minecraft, where leads typically remain attached unless explicitly broken or the entity dies. The lead should logically remain in the player's inventory or drop as an item at the location of the statue, but instead, it vanishes without any trace. This issue can lead to confusion for players who expect the lead to persist, as it does with other mobs that undergo changes in state or form. 

**Steps to Reproduce:**
1. Leash a copper golem using a lead.
2. Allow the copper golem to reach full oxidation, causing it to turn into a statue.
3. Observe that the lead disappears from the player's inventory.

**Expected Behavior:**
The lead should either remain attached to the statue (if possible) or drop as an item on the ground, allowing the player to retrieve it after the copper golem transforms into a statue.","When a copper golem is leashed by a player and subsequently transforms into a statue due to full oxidation, the lead should remain attached to the golem. The expected behavior is that the lead does not disappear; instead, it should either stay visibly attached to the statue or convert into a lead knot at the statue's location, allowing the player to retrieve it when the golem is no longer in its statue form. This behavior aligns with the mechanics of leads in Minecraft, where leads typically do not break or disappear under normal circumstances unless specific conditions are met, such as the mob being removed from the world or the player moving too far away.","Minecraft Java Edition Version 25w33a (snapshot)"
"MC-301109","Duplicate items","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If you put item in chest then having so much item on ground that cause the lag then shut down the app and log again the item you put in chest and your inventory still remain i found this bug in 1.21.5 n n","1. Create a new Survival world in Minecraft version 1.21.5.
2. Gather at least 64 of any item (e.g., Stone, Dirt) and place them in your inventory.
3. Find or create a chest and place it on the ground.
4. Open the chest interface and place one item from your inventory into the chest.
5. Drop a large number of items (at least 100) on the ground near the chest to create lag.
6. Allow the game to lag significantly due to the number of items on the ground.
7. Force close the Minecraft application while the game is still running.
8. Reopen the Minecraft application and rejoin the same world.
9. Open your inventory and check if the item you placed in the chest is still there, while also confirming that the item remains in your inventory.","When the player places items into a chest while there are numerous items scattered on the ground, significant lag may occur due to the high number of entities. If the player then forcefully shuts down the application and subsequently reopens it, they may experience a duplication bug. Upon logging back into the game, the items that were originally placed in the chest will still be present in the player's inventory, in addition to the items that remain in the chest. This results in the player having two sets of the same items: one set in their inventory and another set in the chest. This bug has been consistently observed in version 1.21.5 of Minecraft. 

**Steps to reproduce:**
1. Gather a large number of items and scatter them on the ground to create lag.
2. Open a chest and place items into it.
3. Forcefully close the Minecraft application while the game is still running.
4. Reopen the application and log back into the same world.
5. Check both the player's inventory and the chest to confirm that the items previously placed in the chest are still present in the player's inventory.

This issue could lead to unintended gameplay advantages, such as the ability to duplicate valuable items, and might require urgent attention from developers to maintain game balance and integrity.","When a player places an item in a chest and subsequently experiences lag due to a large number of items on the ground, the expected behavior is that upon restarting the game, the items in the chest should remain in the chest, and the player's inventory should reflect the items they had before logging out. Specifically, the game should save the state of the chest and the player's inventory independently, ensuring that the items stored in the chest are not duplicated or lost due to the lag or the app shutdown. This behavior aligns with Minecraft's design, where chests are intended to securely store items without interference from the player's inventory or the game's performance issues.","Minecraft Java Edition Version 1.21.8"
"MC-301111","End Portal Frame not being broken","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","when you break an end portal the portal doesnt get destroyed, how it normally would be like. This too effects the trick where you break the frames using a red mushroom n n","1. Create a new Creative world with default settings.
2. Locate a stronghold using an Eye of Ender or by using the /locate stronghold command.
3. Enter the stronghold and find the portal room, which contains the End Portal Frame.
4. Ensure that the End Portal Frame is complete with all 12 frames and that they are oriented correctly.
5. Activate the End Portal by placing an Eye of Ender into each of the 12 End Portal Frame blocks.
6. Once the End Portal is active, switch to Survival mode.
7. Attempt to break any of the End Portal blocks using a pickaxe or your hands.
8. Observe that the End Portal blocks do not break and remain intact, contrary to expected behavior. 
9. Additionally, try breaking the End Portal Frame blocks using a red mushroom by placing it next to the frames and observe that the frames do not break as intended.","When a player attempts to break an End Portal Frame block in either Survival or Adventure mode, the block does not get destroyed as expected. Instead, the End Portal remains intact, and the portal blocks do not disappear. This behavior deviates from the expected mechanics where breaking an End Portal Frame should result in the destruction of the entire portal structure. 

Additionally, this bug affects the commonly used method of breaking End Portal Frames using a red mushroom. Typically, players can use a red mushroom placed on the frame to break it and subsequently destroy the portal. However, due to this bug, the red mushroom does not function as intended, preventing players from executing this trick effectively.

:
1. Locate an End Portal in a stronghold.
2. Attempt to break one of the End Portal Frame blocks using any tool or by hand.
3. Observe that the End Portal Frame remains unbroken and the portal is not destroyed.

:
Breaking an End Portal Frame block should result in the removal of that block and the subsequent destruction of the entire End Portal structure, allowing players to manipulate the portal as needed. The red mushroom trick should also function correctly, enabling players to break the frames and destroy the portal. 

This issue impacts gameplay mechanics related to the End Portal and limits player interaction with the portal structure.","When an end portal frame block is broken in Survival mode, it should be destroyed, and the end portal block within the 3x3 area should also be removed, resulting in the complete deactivation of the portal. This behavior aligns with the intended functionality as described in the game's mechanics, where breaking an end portal frame should lead to the destruction of the associated end portal blocks, allowing players to manipulate the structure effectively. Additionally, if a red mushroom is used to break the frames, it should successfully remove the frames and the portal blocks, enabling the intended trick to function as designed.","Minecraft Java Edition Version 1.21.8"
"MC-301117","Some items placed on a copper golems head are glitched","Bug","25w33a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Lastly when i was messing with commands, i discovered that some of the new items doesnt apply correctly on Copper Golems n n n nHere s a list woth test subjects n n List of the items Mobs n n Copper Golem n n Skeleton n n Zombie n nOak Shelf (or any type) n nApply upwards the head n nApply at the back of the head n nApply at the back of the head n nLightning rod (any type) n nApply updwards the head n nEaster Egg applied n nEaster Egg applied n n","1. Create a new Creative world with default settings.
2. Locate or summon a Copper Golem in the world.
3. Obtain an Oak Shelf (any type) from the Creative inventory.
4. Position the Oak Shelf directly above the Copper Golem's head and place it.
5. Observe the placement of the Oak Shelf and note any visual glitches.
6. Remove the Oak Shelf and obtain a Lightning Rod (any type) from the Creative inventory.
7. Position the Lightning Rod directly above the Copper Golem's head and place it.
8. Observe the placement of the Lightning Rod and note any visual glitches.
9. Remove the Lightning Rod and obtain an Easter Egg from the Creative inventory.
10. Position the Easter Egg directly above the Copper Golem's head and place it.
11. Observe the placement of the Easter Egg and note any visual glitches.
12. Repeat steps 4 to 11, but this time place the items at the back of the Copper Golem's head instead of above it.","When attempting to place certain items on the head of a Copper Golem, the items do not apply correctly, resulting in visual glitches. The following items have been tested, and the results are as follows:

1. **Oak Shelf (any type)**
   - Attempting to place on the head: **Item does not appear correctly.**
   - Attempting to place at the back of the head: **Item does not appear correctly.**

2. **Lightning Rod (any type)**
   - Attempting to place on the head: **Item does not appear correctly.**
   - Attempting to place at the back of the head: **Item does not appear correctly.**

3. **Easter Egg**
   - Attempting to place on the head: **Item does not appear correctly.**
   - Attempting to place at the back of the head: **Item does not appear correctly.**

In all cases, the items fail to render properly on the Copper Golem, leading to a visual inconsistency that does not occur when placing items on other mobs, such as Skeletons or Zombies. This issue appears to be specific to the Copper Golem's model and may require adjustments to how item placement is handled for this entity.","When items such as the Oak Shelf or Lightning Rod are placed on the Copper Golem's head, they should be visually displayed correctly without any graphical glitches. Specifically, when applying items directly upward or to the back of the Copper Golem's head, the items should appear as intended, maintaining their proper orientation and visibility. Additionally, Easter Eggs should be correctly applied to the Copper Golem without any distortion or unexpected behavior. The game should function normally without any crashes or visual errors, adhering to the established mechanics for item placement on entities as outlined in Minecraft's design documentation.","Minecraft Java Edition Version 25w33a (snapshot)"
"MC-301131","spiders float","Bug","25w34a","None","Unconfirmed","(Unassigned)","Awaiting Response","None","spiders float in jungle and planes biomes in java n n","1. Launch Minecraft Java Edition and create a new world in Creative mode.
2. Set the world type to ""Default"" and ensure that cheats are enabled.
3. Once in the world, change the game mode to Survival mode using the command `/gamemode survival`.
4. Locate or travel to a Jungle biome or a Plains biome.
5. Within the biome, find an area with flat ground and ensure there are no solid blocks directly beneath you.
6. Use the command `/summon minecraft:spider ~ ~ ~` to spawn a spider at your location.
7. Observe the spider's behavior as it spawns and moves around the biome.
8. Note that the spider appears to float above the ground rather than walking on it.","Spiders exhibit an unintended floating behavior in both jungle and plains biomes in Minecraft Java Edition. When spawned in these biomes, spiders are observed to hover above the ground, rather than maintaining contact with the surface, which is their intended behavior.

- **Floating Height:** The spiders appear to float approximately 0.5 blocks above the ground, making them visually disconnected from the terrain. This floating effect is particularly noticeable when they are on solid blocks, such as grass or dirt.

- **Biomes Affected:** This issue specifically occurs in jungle and plains biomes. Other biomes do not exhibit this floating behavior, and spiders behave as expected by walking on the ground.

- **Spawn Conditions:** The floating behavior occurs regardless of the time of day or the presence of player interaction. Spiders can spawn naturally in these biomes during both day and night, and this phenomenon persists regardless of whether they are spawned from a spawner or naturally generated.

- **Visual Impact:** The floating spiders may disrupt the intended gameplay experience by creating an unnatural appearance in these biomes, potentially affecting player immersion and interaction with the environment.

This behavior contradicts the expected mechanics of mob movement in Minecraft, where spiders should walk on the ground like other terrestrial mobs. The floating behavior may be linked to the specific biome characteristics or the way spider movement is programmed in these environments.","Spiders should not float in jungle and plains biomes. Instead, they should remain grounded on the surface, interacting with the terrain as expected. When spawning in these biomes, spiders are intended to walk on solid ground or climb walls, but they should not hover above the ground. Their behavior should align with the established mechanics of entity movement, where spiders are designed to navigate their environment by walking on full blocks and climbing when necessary, rather than floating. This ensures consistent gameplay and adheres to the intended functionality of mob behavior in Minecraft.","Minecraft Java Edition Version 25w34a (snapshot)"
"MC-301141","Carpet does not stay with the transparent wall circuit!","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Incomplete","None","The error that the carpet does not stay on the ground, with the transparent wall circuit, does not occur everywhere! Some circuits work, only the following ones have the error! n n","1. Create a new Creative world with default settings.
2. Build a transparent wall circuit using blocks such as glass or glowstone, ensuring at least one block is a transparent block that supports redstone dust.
3. Place redstone dust on top of the transparent block.
4. Connect the redstone dust to a redstone signal source, such as a lever or button.
5. Place a carpet block directly on top of the transparent block beneath the redstone dust.
6. Activate the redstone signal to power the circuit.
7. Observe the behavior of the carpet; it should not remain on the ground if it is part of the designated circuits that have the error.
8. Repeat the process with different transparent block circuits to confirm that the issue is specific to the identified circuits.","When placing carpet on top of certain transparent wall circuits, the carpet fails to remain on the surface and instead falls to the ground. This issue is not universal; it only occurs with specific types of transparent blocks that are used in the circuit. The transparent blocks that are known to cause this problem include:

1. **Glass Blocks**: When carpet is placed on glass, it behaves as expected in most cases; however, in specific configurations with redstone circuits, the carpet can detach.
2. **Glowstone**: Similar to glass, glowstone can support carpet under normal circumstances, but certain redstone configurations lead to the carpet dropping unexpectedly.
3. **Upside-down Slabs**: When used in circuits, these slabs may cause the carpet to fall if the circuit is activated, indicating a failure in maintaining the carpet's position.
4. **Other Transparent Blocks**: Other blocks that are classified as transparent may also exhibit this issue, but the specific conditions under which this occurs are not fully documented.

The carpet should remain on top of these transparent blocks as it does under normal circumstances when placed on solid blocks. The failure for the carpet to stay in place disrupts the expected behavior of redstone circuits, particularly in designs that rely on the carpet for aesthetics or functionality. This bug does not affect all transparent wall circuits, and further investigation is needed to determine the exact conditions that lead to the carpet's detachment.","When a carpet is placed on a transparent wall circuit, it should remain in place without falling off. The carpet should adhere to the block beneath it, regardless of the transparency of the wall circuit. This behavior is consistent with Minecraft's mechanics, where carpets are designed to stay on any solid or opaque block, and transparent blocks should not affect the stability of the carpet. Additionally, the carpet should not pop off when placed on specific transparent blocks that are known to support redstone dust, such as upside-down slabs or glowstone, as these blocks are intended to allow for the placement of other blocks without causing them to fall. The expected behavior is that the carpet behaves consistently across all circuits, maintaining its position unless specifically interacted with or removed by the player.","Minecraft Java Edition Version 1.21.8"
"MC-301170","3 Enderman is attacking me for no reason","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Incomplete","None","I don t know it s a easter egg or not when ı am in the end random 3 enderman is starting to attack me n nI don t look their eyes n n","1. Create a new Survival world and enter The End dimension.
2. Ensure that you are not wearing a carved pumpkin or any other item that prevents Enderman from becoming hostile.
3. Stand still in an open area within The End, avoiding looking directly at any Enderman.
4. Remain in this position for at least 10 seconds without making any sudden movements.
5. Observe the behavior of the nearby Endermen, specifically noting if any of them begin to attack you without you looking at their eyes. 
6. Take note of the number of Endermen attacking you and any specific details about their behavior, such as whether they teleport or attack directly.","When in the End dimension, three Endermen will randomly become aggressive towards the player without any apparent provocation. The player does not make eye contact with any of the Endermen, as they are careful to avoid looking directly at them, which typically triggers their hostility. Despite this, the Endermen initiate an attack, behaving as if they are provoked, even though the player is following the normal rules of engagement regarding Endermen interactions. This unexpected aggression occurs consistently, leading to confusion about whether it is an intended game mechanic or a bug. 

Additional observations include:
- The player is unable to determine a specific trigger for the aggression, as it happens randomly.
- The Endermen pursue the player aggressively, teleporting frequently, which is typical behavior for Endermen when they are agitated.
- The player has not engaged in any combat or actions that would normally provoke the Endermen, such as attacking them or being within 64 blocks while looking at them.
- This phenomenon raises questions about potential unintentional game mechanics or hidden Easter eggs related to Endermen behavior in the End dimension.","When the player is in the End dimension and does not look at any Endermen, they should remain neutral and not attack the player. Endermen are programmed to become aggressive only when a player looks directly at them for a brief moment or if they are attacked. If the player is not provoking them, the expected behavior is that the Endermen will not initiate an attack, allowing the player to move freely without fear of being targeted. If there is an unexpected attack from multiple Endermen without any provocation, this behavior should be considered a bug, as it does not align with the established mechanics of Endermen in the game.","Minecraft Java Edition Version 1.21.8"
"MC-301171","chest boat GUI opens on entering a boat","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If you hold right click while entering a boat with chest it ll open the chest GUI after placing the player in the boat. Double right clicking can have the same effect, but if there s enough of a delay between right clicks it does NOT open the GUI making this feel like unintentional behavior n n n n","1. Create a new Survival world with default settings.
2. Obtain a Boat with Chest by crafting it using a Chest and any type of Boat.
3. Locate a body of water in the world.
4. Stand on the edge of the water facing the direction you want to enter the boat.
5. While holding the Boat with Chest in your hand, right-click to place the boat in the water.
6. Immediately after placing the boat, hold down the right-click button to enter the boat.
7. Observe that the chest GUI opens as soon as the player is placed inside the boat.
8. Exit the boat and repeat steps 5 to 7, but this time double right-click to enter the boat quickly.
9. Notice that the chest GUI opens again upon entering the boat.
10. Now, repeat the process but introduce a delay of at least 1 second between the right-clicks when entering the boat.
11. Observe that the chest GUI does not open when there is a sufficient delay between right-clicks.","When a player holds the right-click button while entering a boat that contains a chest, the chest GUI opens immediately after the player is placed in the boat. This behavior occurs regardless of whether the player is using a mouse or a touch input method. Additionally, if the player performs a double right-click while entering the boat, the same chest GUI will open. However, if there is a significant delay between the two right-click actions (for example, if the player waits too long before the second click), the GUI does not open, which can lead to confusion about the intended mechanics. 

This inconsistency in behavior may suggest that the opening of the chest GUI while entering the boat is not fully intentional, as it relies on specific timing or input methods to function correctly. Consequently, players may experience unexpected results when attempting to access the chest inventory while boarding the boat, leading to a less intuitive user experience. 

In summary, the chest GUI should only open when the player interacts with the chest directly, rather than automatically upon entering the boat, to maintain consistent gameplay mechanics.","When a player enters a boat with a chest while holding right-click or double right-clicking, the expected behavior is that the player should be placed in the boat without opening the chest GUI. The chest GUI should only open when the player interacts with the chest directly after being seated in the boat. This interaction should occur seamlessly, allowing players to enter the boat and then access the chest inventory without any unintended GUI prompts. If the player does not interact with the chest after entering the boat, they should remain in the boat without the chest GUI opening, reflecting the intended functionality of boats with chests in Minecraft.","Minecraft Java Edition Version 1.21.8"
"MC-301173","If You Break a block above you and Press Q it ll dupe the item your holding","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","If you break a block above you, Press Q and drop the item your holding at a certain time frame it ll drop your item while a duped one stays in your hand and if you switch to an empty hot bar slot you can pick it up (if you pick it up with the duped item in your hand it ll disappear) I m not sure about the timing for pressing Q but after a while something caused my duped Netherite pickaxe to disappear n n n n","1. Create a new Survival world with default settings.
2. Obtain a Netherite Pickaxe and ensure it is in your main hand.
3. Find a solid block directly above your character (such as Stone or Dirt).
4. Break the block above you by holding the left mouse button until it is destroyed.
5. Immediately after breaking the block, press the Q key to drop the item you are holding (the Netherite Pickaxe).
6. Observe that the item drops while a duplicate remains in your hand.
7. Switch to an empty hotbar slot (make sure you do not have any items in that slot).
8. Pick up the dropped item from the ground.
9. If you attempt to pick up the dropped item while holding the duplicate, notice that the duplicate disappears. 
10. Wait for a period of time to see if the duped item in your hand eventually disappears.","When a player breaks a block directly above their head and immediately presses the ""Q"" key to drop the item they are holding, the game exhibits a duplication bug. Specifically, the following sequence occurs:

1. The player breaks a block above them, which triggers the block-breaking animation and drops the block item.
2. Upon pressing ""Q"" at the right moment (the timing is crucial but not precisely defined), the item currently held by the player is dropped, while a duplicate version of that item remains in the player's hand.
3. If the player then switches to an empty slot in their hotbar, they can pick up the dropped item. However, if they attempt to pick it up while still holding the duplicated item, the newly acquired item will disappear.
4. This behavior can lead to the player having a duplicated item in their hand, while the original item is dropped on the ground.
5. Additionally, there seems to be a time limit after which the duplicated item may disappear, although the exact conditions leading to this disappearance are unclear.

This bug has been observed specifically with items such as a Netherite pickaxe, which can become lost if not picked up correctly after duplication. The mechanics of timing and item management are crucial to reproducing this bug successfully.","When a player breaks a block that is directly above them, the expected behavior is that the item currently held in their hand should drop normally without duplicating. If the player presses the Q key to drop the item after breaking the block, the game should not allow any duplication of the item. The item should drop into the world, and the player's hand should reflect the correct item count. If the player then switches to an empty hotbar slot, they should not be able to pick up any items that were not legitimately dropped; any item that was dropped should be picked up correctly without any disappearing or duplication effects occurring. Additionally, if the player attempts to pick up a dropped item while holding a duplicate, the game should correctly handle the situation without causing the dropped item to vanish. The mechanics of item dropping and inventory management should function as outlined in the official game documentation, ensuring a consistent and expected experience for players.","Minecraft Java Edition Version 1.21.8"
"MC-301176","My skin dont work but my friends can see it","Bug","1.21.8","None","Unconfirmed","(Unassigned)","Awaiting Response","None","Hello, my skin dont show but im stuck in the zuri skin, i cant even change with the default skins. n nMy friends can see my skin but i cant. n nI dont have any problems and i dont have any antivirus installed n n","1. Launch Minecraft and log into your account.
2. Navigate to the ""Skins"" section in the Minecraft Launcher.
3. Ensure you are on the ""My Skins"" tab and check if your current skin is set to Zuri.
4. Attempt to change your skin by selecting a different skin from the available options, including default skins.
5. Launch a single-player or multiplayer world to test if the skin change takes effect.
6. Ask a friend who is also playing in the same world to confirm if they can see your selected skin.
7. If your skin still appears as Zuri, check the ""Skins"" section again to see if the selected skin is still applied.
8. Restart the game and repeat the steps above to see if the issue persists.","The player's custom skin does not display on their own client, and they are stuck using the default Zuri skin. Despite this, other players in the game can see the player's custom skin correctly. The player has attempted to change their skin to one of the default skins available in the Minecraft Launcher, but these changes do not reflect on their own screen. The issue persists regardless of the player's internet connection and there are no antivirus programs interfering with the game. Additionally, the player has confirmed that they have not made any recent changes to their account settings or skin files that could affect skin visibility. The problem occurs across different game sessions, indicating it is not a temporary glitch. This behavior suggests a potential issue with how the game client is rendering the player's skin locally, while still allowing other players to view it correctly in multiplayer.","When a player changes their skin in Minecraft, they should be able to see their chosen skin applied to their character model in-game. If a player has successfully uploaded and selected a custom skin, they should not be stuck with the default Zuri skin and should be able to see their selected skin while playing. Additionally, the player should have the ability to switch to any of the default skins available within the game. This behavior aligns with the game's design, where players have control over their character's appearance, and the selected skin should be visible to the player as well as to others in the game. If the skin is not displaying correctly for the player, it indicates a potential issue with the game client or skin loading process that needs to be addressed.","Minecraft Java Edition Version 1.21.8"
